MOL_ID	molecule_name	target_name
MOL000008	apigenin	Sodium/potassium-transporting ATPase subunit gamma
MOL000008	apigenin	Dolichyl-phosphate beta-glucosyltransferase
MOL000875	Cedrol	Muscarinic acetylcholine receptor M3
MOL000875	Cedrol	Muscarinic acetylcholine receptor M1
MOL000875	Cedrol	Muscarinic acetylcholine receptor M2
MOL000875	Cedrol	Gamma-aminobutyric acid receptor subunit alpha-1
MOL000875	Cedrol	Neuronal acetylcholine receptor protein, alpha-7 chain
MOL000879	methyl palmitate	Prostaglandin G/H synthase 1
MOL000879	methyl palmitate	Nuclear receptor coactivator 2
MOL000879	methyl palmitate	Ig gamma-1 chain C region
MOL000879	methyl palmitate	Transcription factor p65
MOL000879	methyl palmitate	Interleukin-10
MOL000879	methyl palmitate	Tumor necrosis factor
MOL000879	methyl palmitate	Interleukin-6
MOL000879	methyl palmitate	Prostaglandin G/H synthase 2
MOL000879	methyl palmitate	Prostaglandin E2 receptor EP3 subtype
MOL000886	tetradecane	Tumor necrosis factor
MOL000895	Zingiberene	Thrombin
MOL000895	Zingiberene	Prostaglandin G/H synthase 2
MOL000895	Zingiberene	Acetylcholinesterase
MOL000895	Zingiberene	Sodium-dependent noradrenaline transporter
MOL000895	Zingiberene	Dipeptidyl peptidase IV
MOL000895	Zingiberene	Amine oxidase [flavin-containing] B
MOL000895	Zingiberene	Nuclear receptor coactivator 2
MOL000908	beta-elemene	Prostaglandin G/H synthase 2
MOL000908	beta-elemene	Gamma-aminobutyric-acid receptor alpha-2 subunit
MOL000908	beta-elemene	Retinoic acid receptor RXR-alpha
MOL000908	beta-elemene	Sodium-dependent noradrenaline transporter
MOL000908	beta-elemene	Gamma-aminobutyric-acid receptor alpha-3 subunit
MOL000908	beta-elemene	Muscarinic acetylcholine receptor M2
MOL000908	beta-elemene	Gamma-aminobutyric acid receptor subunit alpha-1
MOL000908	beta-elemene	Gamma-aminobutyric-acid receptor subunit alpha-6
MOL000908	beta-elemene	Prostaglandin G/H synthase 1
MOL000908	beta-elemene	Muscarinic acetylcholine receptor M3
MOL000908	beta-elemene	Muscarinic acetylcholine receptor M1
MOL000908	beta-elemene	Alpha-1A adrenergic receptor
MOL000908	beta-elemene	Neuronal acetylcholine receptor protein, alpha-7 chain
MOL000908	beta-elemene	Nuclear receptor coactivator 2
MOL000908	beta-elemene	Gamma-aminobutyric-acid receptor alpha-5 subunit
MOL000908	beta-elemene	Apoptosis regulator Bcl-2
MOL000908	beta-elemene	Cyclin-dependent kinase inhibitor 1
MOL000908	beta-elemene	Eukaryotic translation initiation factor 6
MOL000908	beta-elemene	Retinoblastoma-associated protein
MOL000908	beta-elemene	Cellular tumor antigen p53
MOL000908	beta-elemene	Telomerase protein component 1
MOL000908	beta-elemene	Protein CBFA2T1
MOL000908	beta-elemene	Cell division control protein 2 homolog
MOL000908	beta-elemene	G2/mitotic-specific cyclin-B1
MOL000908	beta-elemene	Transforming protein RhoA
MOL000920	LINALOOL (D)	Muscarinic acetylcholine receptor M1
MOL000920	LINALOOL (D)	Gamma-aminobutyric-acid receptor alpha-2 subunit
MOL000920	LINALOOL (D)	Muscarinic acetylcholine receptor M2
MOL000920	LINALOOL (D)	Sodium-dependent noradrenaline transporter
MOL000920	LINALOOL (D)	Gamma-aminobutyric-acid receptor alpha-5 subunit
MOL000920	LINALOOL (D)	Gamma-aminobutyric-acid receptor alpha-3 subunit
MOL000920	LINALOOL (D)	Gamma-aminobutyric-acid receptor subunit alpha-6
MOL000920	LINALOOL (D)	Prostaglandin G/H synthase 2
MOL000920	LINALOOL (D)	Alcohol dehydrogenase 1C
MOL000920	LINALOOL (D)	Gamma-aminobutyric acid receptor subunit alpha-1
MOL000920	LINALOOL (D)	Lysozyme
MOL000920	LINALOOL (D)	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
MOL000920	LINALOOL (D)	Cytochrome P450-cam
MOL000920	LINALOOL (D)	Prostaglandin G/H synthase 1
MOL000920	LINALOOL (D)	Muscarinic acetylcholine receptor M3
MOL000920	LINALOOL (D)	Beta-1 adrenergic receptor
MOL000920	LINALOOL (D)	Alpha-2A adrenergic receptor
MOL000920	LINALOOL (D)	Retinoic acid receptor RXR-alpha
MOL000920	LINALOOL (D)	Alpha-1A adrenergic receptor
MOL000920	LINALOOL (D)	Alpha-1B adrenergic receptor
MOL000920	LINALOOL (D)	Sodium-dependent dopamine transporter
MOL000920	LINALOOL (D)	Beta-2 adrenergic receptor
MOL000920	LINALOOL (D)	Sodium-dependent serotonin transporter
MOL000920	LINALOOL (D)	Leukotriene A-4 hydrolase
MOL000920	LINALOOL (D)	Amine oxidase [flavin-containing] B
MOL000920	LINALOOL (D)	cAMP-dependent protein kinase inhibitor alpha
MOL000971	Ethylpalmitate	Nuclear receptor coactivator 2
MOL000098	quercetin	Prostaglandin G/H synthase 1
MOL000098	quercetin	Androgen receptor
MOL000098	quercetin	Peroxisome proliferator activated receptor gamma
MOL000098	quercetin	Prostaglandin G/H synthase 2
MOL000098	quercetin	Heat shock protein HSP 90
MOL000098	quercetin	Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform
MOL000098	quercetin	Nuclear receptor coactivator 2
MOL000098	quercetin	Dipeptidyl peptidase IV
MOL000098	quercetin	Aldose reductase
MOL000098	quercetin	Trypsin-1
MOL000098	quercetin	DNA topoisomerase II
MOL000098	quercetin	Thrombin
MOL000098	quercetin	Potassium voltage-gated channel subfamily H member 2
MOL000098	quercetin	Sodium channel protein type 5 subunit alpha
MOL000098	quercetin	Coagulation factor Xa
MOL000098	quercetin	Beta-2 adrenergic receptor
MOL000098	quercetin	Stromelysin-1
MOL000098	quercetin	mRNA of PKA Catalytic Subunit C-alpha
MOL000098	quercetin	Coagulation factor VII
MOL000098	quercetin	Nitric-oxide synthase, endothelial
MOL000098	quercetin	Retinoic acid receptor RXR-alpha
MOL000098	quercetin	Acetylcholinesterase
MOL000098	quercetin	Gamma-aminobutyric acid receptor subunit alpha-1
MOL000098	quercetin	Amine oxidase [flavin-containing] B
MOL000098	quercetin	Transcription factor p65
MOL000098	quercetin	Epidermal growth factor receptor
MOL000098	quercetin	RAC-alpha serine/threonine-protein kinase
MOL000098	quercetin	Vascular endothelial growth factor A
MOL000098	quercetin	G1/S-specific cyclin-D1
MOL000098	quercetin	Apoptosis regulator Bcl-2
MOL000098	quercetin	Bcl-2-like protein 1
MOL000098	quercetin	Proto-oncogene c-Fos
MOL000098	quercetin	Cyclin-dependent kinase inhibitor 1
MOL000098	quercetin	Eukaryotic translation initiation factor 6
MOL000098	quercetin	Apoptosis regulator BAX
MOL000098	quercetin	Caspase-9
MOL000098	quercetin	Urokinase-type plasminogen activator
MOL000098	quercetin	72 kDa type IV collagenase
MOL000098	quercetin	Matrix metalloproteinase-9
MOL000098	quercetin	Mitogen-activated protein kinase 1
MOL000098	quercetin	Interleukin-10
MOL000098	quercetin	Pro-epidermal growth factor
MOL000098	quercetin	Retinoblastoma-associated protein
MOL000098	quercetin	Tumor necrosis factor
MOL000098	quercetin	Transcription factor AP-1
MOL000098	quercetin	Interleukin-6
MOL000098	quercetin	Cyclin-dependent kinase inhibitor 2A, isoforms 1/2/3
MOL000098	quercetin	Activator of 90 kDa heat shock protein ATPase homolog 1
MOL000098	quercetin	Caspase-3
MOL000098	quercetin	Cellular tumor antigen p53
MOL000098	quercetin	ETS domain-containing protein Elk-1
MOL000098	quercetin	NF-kappa-B inhibitor alpha
MOL000098	quercetin	NADPH--cytochrome P450 reductase
MOL000098	quercetin	Ornithine decarboxylase
MOL000098	quercetin	Xanthine dehydrogenase/oxidase
MOL000098	quercetin	Caspase-8
MOL000098	quercetin	DNA topoisomerase 1
MOL000098	quercetin	RAF proto-oncogene serine/threonine-protein kinase
MOL000098	quercetin	Superoxide dismutase [Cu-Zn]
MOL000098	quercetin	Protein kinase C alpha type
MOL000098	quercetin	Interstitial collagenase
MOL000098	quercetin	Hypoxia-inducible factor 1-alpha
MOL000098	quercetin	Signal transducer and activator of transcription 1-alpha/beta
MOL000098	quercetin	Protein CBFA2T1
MOL000098	quercetin	Probable E3 ubiquitin-protein ligase HERC5
MOL000098	quercetin	Cell division control protein 2 homolog
MOL000098	quercetin	78 kDa glucose-regulated protein
MOL000098	quercetin	Receptor tyrosine-protein kinase erbB-2
MOL000098	quercetin	Peroxisome proliferator-activated receptor gamma
MOL000098	quercetin	Acetyl-CoA carboxylase 1
MOL000098	quercetin	Heme oxygenase 1
MOL000098	quercetin	Cytochrome P450 3A4
MOL000098	quercetin	Cytochrome P450 1A2
MOL000098	quercetin	Caveolin-1
MOL000098	quercetin	Myc proto-oncogene protein
MOL000098	quercetin	Tissue factor
MOL000098	quercetin	Gap junction alpha-1 protein
MOL000098	quercetin	Cytochrome P450 1A1
MOL000098	quercetin	Intercellular adhesion molecule 1
MOL000098	quercetin	Interleukin-1 beta
MOL000098	quercetin	C-C motif chemokine 2
MOL000098	quercetin	E-selectin
MOL000098	quercetin	Vascular cell adhesion protein 1
MOL000098	quercetin	Prostaglandin E2 receptor EP3 subtype
MOL000098	quercetin	Interleukin-8
MOL000098	quercetin	Protein kinase C beta type
MOL000098	quercetin	Baculoviral IAP repeat-containing protein 5
MOL000098	quercetin	Dual oxidase 2
MOL000098	quercetin	Nitric oxide synthase, endothelial
MOL000098	quercetin	Heat shock protein beta-1
MOL000098	quercetin	Transforming growth factor beta-1
MOL000098	quercetin	Estrogen sulfotransferase
MOL000098	quercetin	Maltase-glucoamylase, intestinal
MOL000098	quercetin	Interleukin-2
MOL000098	quercetin	Nuclear receptor subfamily 1 group I member 2
MOL000098	quercetin	Cytochrome P450 1B1
MOL000098	quercetin	G2/mitotic-specific cyclin-B1
MOL000098	quercetin	Tissue-type plasminogen activator
MOL000098	quercetin	Thrombomodulin
MOL000098	quercetin	Plasminogen activator inhibitor 1
MOL000098	quercetin	Collagen alpha-1(I) chain
MOL000098	quercetin	Interferon gamma
MOL000098	quercetin	Arachidonate 5-lipoxygenase
MOL000098	quercetin	Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN
MOL000098	quercetin	Interleukin-1 alpha
MOL000098	quercetin	Myeloperoxidase
MOL000098	quercetin	DNA topoisomerase 2-alpha
MOL000098	quercetin	Neutrophil cytosol factor 1
MOL000098	quercetin	ATP-binding cassette sub-family G member 2
MOL000098	quercetin	Hyaluronan synthase 2
MOL000098	quercetin	Glutathione S-transferase P
MOL000098	quercetin	Nuclear factor erythroid 2-related factor 2
MOL000098	quercetin	NAD(P)H dehydrogenase [quinone] 1
MOL000098	quercetin	Poly [ADP-ribose] polymerase 1
MOL000098	quercetin	Aryl hydrocarbon receptor
MOL000098	quercetin	26S proteasome non-ATPase regulatory subunit 3
MOL000098	quercetin	Solute carrier family 2, facilitated glucose transporter member 4
MOL000098	quercetin	Collagen alpha-1(III) chain
MOL000098	quercetin	DNA gyrase subunit B
MOL000098	quercetin	C-X-C motif chemokine 11
MOL000098	quercetin	C-X-C motif chemokine 2
MOL000098	quercetin	DDB1- and CUL4-associated factor 5
MOL000098	quercetin	Nuclear receptor subfamily 1 group I member 3
MOL000098	quercetin	Serine/threonine-protein kinase Chk2
MOL000098	quercetin	Insulin receptor
MOL000098	quercetin	Claudin-4
MOL000098	quercetin	Peroxisome proliferator-activated receptor alpha
MOL000098	quercetin	Peroxisome proliferator-activated receptor delta
MOL000098	quercetin	Heat shock factor protein 1
MOL000098	quercetin	C-reactive protein
MOL000098	quercetin	C-X-C motif chemokine 10
MOL000098	quercetin	Inhibitor of nuclear factor kappa-B kinase subunit alpha
MOL000098	quercetin	Osteopontin
MOL000098	quercetin	Runt-related transcription factor 2
MOL000098	quercetin	Ras association domain-containing protein 1
MOL000098	quercetin	Transcription factor E2F1
MOL000098	quercetin	Transcription factor E2F2
MOL000098	quercetin	Prostatic acid phosphatase
MOL000098	quercetin	Cathepsin D
MOL000098	quercetin	Insulin-like growth factor-binding protein 3
MOL000098	quercetin	Insulin-like growth factor II
MOL000098	quercetin	CD40 ligand
MOL000098	quercetin	Interferon regulatory factor 1
MOL000098	quercetin	Receptor tyrosine-protein kinase erbB-3
MOL000098	quercetin	Serum paraoxonase/arylesterase 1
MOL000098	quercetin	Type I iodothyronine deiodinase
MOL000098	quercetin	Procollagen C-endopeptidase enhancer 1
MOL000098	quercetin	Puromycin-sensitive aminopeptidase
MOL000098	quercetin	Hexokinase-2
MOL000098	quercetin	Homeobox protein Nkx-3.1
MOL000098	quercetin	Ras GTPase-activating protein 1
MOL000098	quercetin	Peroxidase C1A
MOL000098	quercetin	Glutathione S-transferase Mu 1
MOL000098	quercetin	Glutathione S-transferase Mu 2
